Mes-Ano;cdProduto;Meta
10-2019;2590;R$ 58,34
10-2019;2591;R$ 18,12
10-2019;2593;R$ 196,54
10-2019;2594;R$ 141,47
10-2019;2595;R$ 217,74
10-2019;2596;R$ 127,41
10-2019;2597;R$ 58,33
10-2019;2601;R$ 1.365,35
10-2019;2602;R$ 1.457,80
10-2019;2604;R$ 287,91
10-2019;2609;R$ 19,34
10-2019;2611;R$ 130,28
10-2019;2612;R$ 29,99
10-2019;2613;R$ 4.985,70
10-2019;2614;R$ 86,29
10-2019;2615;R$ 180,37
10-2019;2619;R$ 1.112,39
10-2019;2620;R$ 365,24
10-2019;2621;R$ 952,04
10-2019;2622;R$ 10.795,28
10-2019;2623;R$ 174,71
10-2019;2624;R$ 49,17
10-2019;2627;R$ 1.185,62
10-2019;2633;R$ 392,91
10-2019;2635;R$ 3.786,82
10-2019;2636;R$ 229,01
10-2019;2637;R$ 76,34
10-2019;2638;R$ 63,90
10-2019;2639;R$ 56,86
10-2019;2642;R$ 41,50
10-2019;2647;R$ 246,48
10-2019;2651;R$ 1.605,85
10-2019;2652;R$ 1.235,41
10-2019;2653;R$ 1.543,81
10-2019;2654;R$ 192,54
10-2019;2655;R$ 97,15
10-2019;2656;R$ 232,19
10-2019;2657;R$ 264,66
10-2019;2658;R$ 135,18
10-2019;2659;R$ 108,99
10-2019;2663;R$ 29,63
10-2019;2665;R$ 390,03
10-2019;2666;R$ 288,85
10-2019;2667;R$ 668,49
10-2019;2668;R$ 1.731,31
10-2019;2670;R$ 264,87
10-2019;2671;R$ 962,11
10-2019;2672;R$ 967,74
10-2019;2673;R$ 95,67
10-2019;2683;R$ 389,28
10-2019;2684;R$ 121,13
10-2019;2685;R$ 359,12
11-2019;114;R$ 5.133,75
11-2019;118;R$ 1.254,59
11-2019;120;R$ 5.944,77
11-2019;142;R$ 396,33
11-2019;143;R$ 414,74
11-2019;144;R$ 601,31
11-2019;146;R$ 12.906,69
11-2019;157;R$ 9.315,37
11-2019;158;R$ 14.174,52
11-2019;159;R$ 739,74
11-2019;168;R$ 1.745,66
11-2019;175;R$ 1.764,24
11-2019;176;R$ 1.650,87
11-2019;180;R$ 3.400,49
11-2019;183;R$ 132,49
11-2019;186;R$ 14,70
11-2019;187;R$ 451,49
11-2019;191;R$ 294,80
11-2019;202;R$ 9.561,69
11-2019;203;R$ 14.003,61
11-2019;210;R$ 12.572,51
11-2019;231;R$ 2.778,11
11-2019;235;R$ 66.992,55
11-2019;238;R$ 5.561,64
11-2019;252;R$ 232,99
11-2019;256;R$ 402,25
11-2019;257;R$ 2.531,30
11-2019;258;R$ 505,56
11-2019;260;R$ 1.505,13
11-2019;276;R$ 886,61
11-2019;278;R$ 1.886,54
11-2019;279;R$ 1.071,69
11-2019;280;R$ 1.053,58
11-2019;282;R$ 862,85
11-2019;283;R$ 3.150,70
11-2019;290;R$ 6.327,54
11-2019;291;R$ 9.110,28
11-2019;292;R$ 7.761,38
11-2019;318;R$ 7.438,24
11-2019;320;R$ 17.451,15
11-2019;321;R$ 32.166,17
11-2019;333;R$ 948,33
11-2019;334;R$ 1.487,73
11-2019;345;R$ 66,13
11-2019;370;R$ 12.043,77
11-2019;378;R$ 1.148,32
11-2019;379;R$ 2.832,69
11-2019;406;R$ 911,87
11-2019;438;R$ 4.042,26
11-2019;439;R$ 666,96
11-2019;442;R$ 1.582,86
11-2019;462;R$ 1.018,00
11-2019;463;R$ 29,57
11-2019;466;R$ 275,24
11-2019;467;R$ 171,49
11-2019;468;R$ 448,76
11-2019;469;R$ 1.267,06
11-2019;473;R$ 59,20
11-2019;474;R$ 41,26
11-2019;476;R$ 608,93
11-2019;477;R$ 32,94
11-2019;481;R$ 76,86
11-2019;483;R$ 60,29
11-2019;487;R$ 79,56
11-2019;492;R$ 2.196,52
11-2019;513;R$ 4.626,90
11-2019;514;R$ 710,28
11-2019;527;R$ 5.435,58
11-2019;548;R$ 2.130,82
11-2019;557;R$ 1.330,42
11-2019;559;R$ 541,95
11-2019;581;R$ 14.037,31
11-2019;645;R$ 5.629,08
11-2019;660;R$ 781,92
11-2019;661;R$ 1.698,15
11-2019;662;R$ 38.080,61
11-2019;665;R$ 698,57
11-2019;668;R$ 8.798,87
11-2019;691;R$ 4.606,93
11-2019;692;R$ 1.501,52
11-2019;693;R$ 1.328,24
11-2019;694;R$ 567,09
11-2019;695;R$ 251,61
11-2019;696;R$ 428,39
11-2019;702;R$ 659,08
11-2019;703;R$ 497,89
11-2019;741;R$ 7.640,30
11-2019;771;R$ 526,44
11-2019;775;R$ 74,01
11-2019;811;R$ 176,90
11-2019;824;R$ 624,86
11-2019;825;R$ 1.123,04
11-2019;829;R$ 1.095,07
11-2019;830;R$ 150,83
11-2019;835;R$ 6.549,36
11-2019;838;R$ 15.325,49
11-2019;839;R$ 10.580,09
11-2019;845;R$ 44.022,17
11-2019;876;R$ 1.719,91
11-2019;878;R$ 2.787,70
11-2019;881;R$ 18,42
11-2019;886;R$ 1.423,44
11-2019;895;R$ 2.808,98
11-2019;896;R$ 8.883,29
11-2019;935;R$ 1.884,01
11-2019;965;R$ 3.070,07
11-2019;1019;R$ 1.495,01
11-2019;1046;R$ 121,74
11-2019;1048;R$ 6.954,46
11-2019;1057;R$ 46,67
11-2019;1073;R$ 2.828,72
11-2019;1074;R$ 482,33
11-2019;1082;R$ 559,78
11-2019;1085;R$ 803,37
11-2019;1086;R$ 747,11
11-2019;1131;R$ 1.049,23
11-2019;1132;R$ 1.210,05
11-2019;1133;R$ 4.068,58
11-2019;1135;R$ 11.523,44
11-2019;1150;R$ 2.407,68
11-2019;1151;R$ 804,90
11-2019;1152;R$ 528,31
11-2019;1154;R$ 21.844,91
11-2019;1166;R$ 1.281,11
11-2019;1172;R$ 91,28
11-2019;1179;R$ 154,98
11-2019;1204;R$ 1.078,85
11-2019;1205;R$ 2.115,60
11-2019;1206;R$ 1.536,84
11-2019;1207;R$ 289,54
11-2019;1212;R$ 120,21
11-2019;1216;R$ 11.551,66
11-2019;1231;R$ 1.330,11
11-2019;1232;R$ 1.370,45
11-2019;1234;R$ 379,89
11-2019;1235;R$ 29,67
11-2019;1236;R$ 44,85
11-2019;1258;R$ 136,00
11-2019;1260;R$ 63,90
11-2019;1303;R$ 237,54
11-2019;1339;R$ 657,58
11-2019;1372;R$ 126,78
11-2019;1374;R$ 46,81
11-2019;1376;R$ 74,06
11-2019;1377;R$ 276,06
11-2019;1378;R$ 123,37
11-2019;1389;R$ 1.560,82
11-2019;1390;R$ 139,12
11-2019;1417;R$ 1.000,45
11-2019;1420;R$ 2.928,94
11-2019;1421;R$ 12.204,81
11-2019;1456;R$ 123,99
11-2019;1468;R$ 48,74
11-2019;1470;R$ 1.043,06
11-2019;1484;R$ 798,94
11-2019;1491;R$ 675,67
11-2019;1497;R$ 1.163,80
11-2019;1518;R$ 574,65
11-2019;1521;R$ 1.318,86
11-2019;1527;R$ 14.261,02
11-2019;1530;R$ 788,85
11-2019;1556;R$ 72,63
11-2019;1557;R$ 1.342,66
11-2019;1560;R$ 962,20
11-2019;1561;R$ 2.199,81
11-2019;1596;R$ 742,56
11-2019;1597;R$ 39,16
11-2019;1603;R$ 2.671,86
11-2019;1606;R$ 753,41
11-2019;1607;R$ 233,75
11-2019;1608;R$ 255,31
11-2019;1652;R$ 323,31
11-2019;1653;R$ 4.794,32
11-2019;1658;R$ 6.529,55
11-2019;1659;R$ 6.811,89
11-2019;1667;R$ 873,08
11-2019;1706;R$ 351,08
11-2019;1707;R$ 178,34
11-2019;1710;R$ 766,09
11-2019;1723;R$ 2.584,83
11-2019;1737;R$ 767,54
11-2019;1759;R$ 3.507,68
11-2019;1760;R$ 1.474,55
11-2019;1763;R$ 1.483,41
11-2019;1766;R$ 1.824,33
11-2019;1767;R$ 20.922,75
11-2019;1769;R$ 15.793,81
11-2019;1783;R$ 6.209,14
11-2019;1790;R$ 187,25
11-2019;1792;R$ 1.538,13
11-2019;1795;R$ 273,42
11-2019;1800;R$ 417,06
11-2019;1810;R$ 759,13
11-2019;1815;R$ 643,70
11-2019;1829;R$ 2.633,36
11-2019;1830;R$ 2.262,33
11-2019;1831;R$ 1.546,91
11-2019;1839;R$ 2.476,87
11-2019;1840;R$ 499,21
11-2019;1841;R$ 2.819,62
11-2019;1842;R$ 4.124,14
11-2019;1845;R$ 50,64
11-2019;1847;R$ 419,82
11-2019;1848;R$ 479,17
11-2019;1849;R$ 129,23
11-2019;1862;R$ 5.244,07
11-2019;1863;R$ 591,96
11-2019;1918;R$ 267,39
11-2019;1925;R$ 1.545,00
11-2019;1939;R$ 2.107,76
11-2019;1942;R$ 289,61
11-2019;1943;R$ 980,02
11-2019;1948;R$ 27.174,95
11-2019;1951;R$ 267,89
11-2019;1963;R$ 2.492,57
11-2019;1965;R$ 712,46
11-2019;1966;R$ 7.839,47
11-2019;1967;R$ 1.156,71
11-2019;1968;R$ 20.193,12
11-2019;1972;R$ 3.295,31
11-2019;1978;R$ 210,46
11-2019;1979;R$ 858,00
11-2019;1981;R$ 136,00
11-2019;1982;R$ 146,88
11-2019;1983;R$ 1.136,60
11-2019;1985;R$ 8,25
11-2019;1986;R$ 32,82
11-2019;1987;R$ 6.208,15
11-2019;1988;R$ 94,53
11-2019;1989;R$ 290,67
11-2019;1990;R$ 300,79
11-2019;1991;R$ 37,49
11-2019;1993;R$ 411,71
11-2019;2003;R$ 101,87
11-2019;2022;R$ 56,40
11-2019;2023;R$ 1.941,85
11-2019;2024;R$ 2.814,97
11-2019;2025;R$ 2.116,97
11-2019;2042;R$ 40,44
11-2019;2046;R$ 61,74
11-2019;2052;R$ 204,64
11-2019;2053;R$ 324,84
11-2019;2054;R$ 547,00
11-2019;2055;R$ 72,55
11-2019;2056;R$ 62,80
11-2019;2057;R$ 68,21
11-2019;2058;R$ 90,49
11-2019;2059;R$ 113,98
11-2019;2060;R$ 170,95
11-2019;2061;R$ 283,29
11-2019;2062;R$ 258,62
11-2019;2063;R$ 193,02
11-2019;2064;R$ 150,99
11-2019;2065;R$ 602,23
11-2019;2066;R$ 940,00
11-2019;2067;R$ 442,88
11-2019;2068;R$ 435,94
11-2019;2069;R$ 245,51
11-2019;2070;R$ 229,21
11-2019;2072;R$ 637,48
11-2019;2073;R$ 55,01
11-2019;2080;R$ 362,83
11-2019;2090;R$ 80,72
11-2019;2092;R$ 77,04
11-2019;2093;R$ 57,75
11-2019;2095;R$ 52,11
11-2019;2098;R$ 9.415,70
11-2019;2099;R$ 37,36
11-2019;2102;R$ 33,84
11-2019;2103;R$ 4.729,83
11-2019;2104;R$ 1.998,21
11-2019;2105;R$ 2.468,41
11-2019;2106;R$ 4.119,95
11-2019;2107;R$ 4.522,58
11-2019;2108;R$ 65,32
11-2019;2120;R$ 1.178,30
11-2019;2135;R$ 14,81
11-2019;2137;R$ 27,92
11-2019;2138;R$ 53,93
11-2019;2139;R$ 30,74
11-2019;2140;R$ 33,71
11-2019;2141;R$ 155,58
11-2019;2151;R$ 15.571,01
11-2019;2158;R$ 358,36
11-2019;2159;R$ 30,88
11-2019;2160;R$ 42,29
11-2019;2161;R$ 589,94
11-2019;2164;R$ 128,57
11-2019;2165;R$ 16,40
11-2019;2166;R$ 2.637,77
11-2019;2168;R$ 36,02
11-2019;2172;R$ 42,98
11-2019;2173;R$ 89,62
11-2019;2174;R$ 639,58
11-2019;2181;R$ 13,80
11-2019;2185;R$ 239,21
11-2019;2187;R$ 117,65
11-2019;2188;R$ 171,95
11-2019;2191;R$ 35,76
11-2019;2193;R$ 65,20
11-2019;2197;R$ 238,71
11-2019;2198;R$ 10,34
11-2019;2200;R$ 976,57
11-2019;2201;R$ 395,49
11-2019;2202;R$ 7,57
11-2019;2204;R$ 10,15
11-2019;2209;R$ 609,33
11-2019;2211;R$ 939,74
11-2019;2212;R$ 336,72
11-2019;2216;R$ 576,85
11-2019;2217;R$ 281,94
11-2019;2218;R$ 914,16
11-2019;2221;R$ 67,44
11-2019;2222;R$ 196,29
11-2019;2223;R$ 301,09
11-2019;2224;R$ 513,01
11-2019;2225;R$ 66,30
11-2019;2226;R$ 118,79
11-2019;2227;R$ 842,75
11-2019;2228;R$ 53,61
11-2019;2232;R$ 1.489,37
11-2019;2233;R$ 18.036,24
11-2019;2234;R$ 1.028,72
11-2019;2238;R$ 888,68
11-2019;2239;R$ 1.123,86
11-2019;2247;R$ 264,71
11-2019;2248;R$ 811,87
11-2019;2255;R$ 2.891,37
11-2019;2256;R$ 375,40
11-2019;2257;R$ 428,01
11-2019;2258;R$ 780,33
11-2019;2262;R$ 184,22
11-2019;2264;R$ 311,08
11-2019;2268;R$ 8.599,64
11-2019;2269;R$ 836,18
11-2019;2270;R$ 5.120,13
11-2019;2271;R$ 4.843,65
11-2019;2272;R$ 21.167,46
11-2019;2273;R$ 10.240,92
11-2019;2274;R$ 6.243,56
11-2019;2277;R$ 156,51
11-2019;2279;R$ 6.345,46
11-2019;2280;R$ 7.648,25
11-2019;2282;R$ 3.967,06
11-2019;2294;R$ 211,82
11-2019;2296;R$ 220,58
11-2019;2297;R$ 379,48
11-2019;2298;R$ 54,16
11-2019;2300;R$ 212,87
11-2019;2301;R$ 94,37
11-2019;2302;R$ 74,67
11-2019;2303;R$ 125,53
11-2019;2304;R$ 171,93
11-2019;2305;R$ 21,67
11-2019;2306;R$ 47,14
11-2019;2307;R$ 93,78
11-2019;2309;R$ 144,96
11-2019;2315;R$ 608,17
11-2019;2316;R$ 233,29
11-2019;2317;R$ 54,61
11-2019;2318;R$ 195,66
11-2019;2319;R$ 81,40
11-2019;2323;R$ 318,99
11-2019;2335;R$ 210,10
11-2019;2337;R$ 86,22
11-2019;2364;R$ 267,53
11-2019;2374;R$ 92,16
11-2019;2388;R$ 76,51
11-2019;2390;R$ 110,81
11-2019;2391;R$ 159,49
11-2019;2392;R$ 16.156,59
11-2019;2393;R$ 982,83
11-2019;2394;R$ 4.256,97
11-2019;2396;R$ 285,44
11-2019;2400;R$ 89,90
11-2019;2402;R$ 206,43
11-2019;2404;R$ 159,57
11-2019;2405;R$ 62,17
11-2019;2407;R$ 89,44
11-2019;2409;R$ 168,54
11-2019;2414;R$ 734,07
11-2019;2419;R$ 320,20
11-2019;2420;R$ 50,54
11-2019;2422;R$ 2.177,56
11-2019;2423;R$ 1.207,17
11-2019;2432;R$ 674,83
11-2019;2433;R$ 1.024,48
11-2019;2434;R$ 398,84
11-2019;2435;R$ 3.715,63
11-2019;2436;R$ 332,01
11-2019;2437;R$ 1.187,87
11-2019;2439;R$ 630,15
11-2019;2444;R$ 956,84
11-2019;2445;R$ 52.642,22
11-2019;2446;R$ 5.470,11
11-2019;2450;R$ 217,51
11-2019;2460;R$ 15.899,67
11-2019;2464;R$ 1.035,46
11-2019;2467;R$ 7.385,57
11-2019;2469;R$ 1.764,91
11-2019;2472;R$ 7.229,92
11-2019;2473;R$ 1.833,45
11-2019;2474;R$ 1.446,27
11-2019;2475;R$ 740,06
11-2019;2476;R$ 1.621,06
11-2019;2481;R$ 2.802,27
11-2019;2484;R$ 175,88
11-2019;2486;R$ 629,16
11-2019;2489;R$ 4.656,64
11-2019;2490;R$ 3.098,74
11-2019;2491;R$ 2.853,37
11-2019;2492;R$ 40,87
11-2019;2493;R$ 101,34
11-2019;2494;R$ 6.924,90
11-2019;2503;R$ 28,58
11-2019;2504;R$ 415,96
11-2019;2505;R$ 465,01
11-2019;2506;R$ 35,93
11-2019;2507;R$ 23,94
11-2019;2508;R$ 7,80
11-2019;2511;R$ 9.960,23
11-2019;2512;R$ 4.406,94
11-2019;2513;R$ 826,84
11-2019;2514;R$ 1.519,33
11-2019;2515;R$ 2.613,11
11-2019;2516;R$ 310,24
11-2019;2517;R$ 229,41
11-2019;2520;R$ 2.234,54
11-2019;2521;R$ 175,33
11-2019;2524;R$ 4.252,81
11-2019;2526;R$ 1.355,69
11-2019;2527;R$ 51,41
11-2019;2530;R$ 747,48
11-2019;2531;R$ 66,09
11-2019;2536;R$ 1.256,62
11-2019;2542;R$ 1.818,13
11-2019;2543;R$ 11,59
11-2019;2547;R$ 153,85
11-2019;2549;R$ 2.723,02
11-2019;2552;R$ 29,48
11-2019;2556;R$ 284,19
11-2019;2557;R$ 14,02
11-2019;2558;R$ 568,84
11-2019;2567;R$ 1.387,16
11-2019;2574;R$ 849,38
11-2019;2577;R$ 918,41
11-2019;2578;R$ 60,36
11-2019;2584;R$ 447,86
11-2019;2585;R$ 95,40
11-2019;2586;R$ 321,82
11-2019;2589;R$ 78,36
11-2019;2590;R$ 10,55
11-2019;2591;R$ 88,93
11-2019;2594;R$ 42,13
11-2019;2595;R$ 83,48
11-2019;2596;R$ 45,80
11-2019;2597;R$ 93,57
11-2019;2601;R$ 864,13
11-2019;2602;R$ 618,97
11-2019;2611;R$ 117,72
11-2019;2613;R$ 6.174,28
11-2019;2619;R$ 181,95
11-2019;2620;R$ 227,92
11-2019;2621;R$ 480,17
11-2019;2622;R$ 6.190,79
11-2019;2623;R$ 186,36
11-2019;2627;R$ 495,09
11-2019;2633;R$ 1.104,30
11-2019;2635;R$ 2.433,47
11-2019;2636;R$ 177,32
11-2019;2637;R$ 72,32
11-2019;2638;R$ 51,51
11-2019;2639;R$ 19,34
11-2019;2641;R$ 257,83
11-2019;2642;R$ 341,49
11-2019;2643;R$ 168,82
11-2019;2646;R$ 336,74
11-2019;2647;R$ 180,95
11-2019;2648;R$ 283,21
11-2019;2651;R$ 920,66
11-2019;2652;R$ 1.757,49
11-2019;2653;R$ 1.488,08
11-2019;2654;R$ 457,13
11-2019;2655;R$ 330,06
11-2019;2656;R$ 223,48
11-2019;2657;R$ 1.083,70
11-2019;2660;R$ 163,44
11-2019;2663;R$ 277,29
11-2019;2665;R$ 997,89
11-2019;2666;R$ 2.035,05
11-2019;2667;R$ 3.393,76
11-2019;2668;R$ 2.388,88
11-2019;2670;R$ 450,59
11-2019;2671;R$ 241,76
11-2019;2672;R$ 910,89
11-2019;2673;R$ 154,00
11-2019;2676;R$ 915,01
11-2019;2677;R$ 1.189,42
11-2019;2683;R$ 142,58
11-2019;2684;R$ 1.982,32
11-2019;2685;R$ 955,20
11-2019;2687;R$ 587,44
12-2019;114;R$ 467,64
12-2019;118;R$ 994,19
12-2019;120;R$ 5.433,44
12-2019;142;R$ 283,56
12-2019;143;R$ 61,14
12-2019;144;R$ 25,83
12-2019;146;R$ 1.040,17
12-2019;157;R$ 7.601,08
12-2019;158;R$ 6.680,08
12-2019;159;R$ 152,69
12-2019;168;R$ 138,05
12-2019;175;R$ 582,97
12-2019;176;R$ 301,61
12-2019;180;R$ 346,56
12-2019;183;R$ 82,49
12-2019;187;R$ 96,15
12-2019;191;R$ 136,60
12-2019;202;R$ 1.877,42
12-2019;203;R$ 1.479,68
12-2019;210;R$ 2.996,58
12-2019;231;R$ 433,26
12-2019;235;R$ 2.824,18
12-2019;238;R$ 1.067,32
12-2019;252;R$ 60,34
12-2019;256;R$ 170,11
12-2019;257;R$ 1.855,26
12-2019;258;R$ 287,01
12-2019;260;R$ 1.480,30
12-2019;276;R$ 130,67
12-2019;278;R$ 1.237,91
12-2019;279;R$ 851,74
12-2019;280;R$ 755,50
12-2019;282;R$ 58,60
12-2019;283;R$ 715,30
12-2019;290;R$ 3.323,67
12-2019;291;R$ 512,27
12-2019;292;R$ 402,61
12-2019;318;R$ 3.412,39
12-2019;320;R$ 1.112,29
12-2019;321;R$ 3.863,07
12-2019;333;R$ 96,68
12-2019;334;R$ 356,57
12-2019;370;R$ 1.944,02
12-2019;378;R$ 375,54
12-2019;379;R$ 237,28
12-2019;438;R$ 233,36
12-2019;439;R$ 663,86
12-2019;442;R$ 199,81
12-2019;462;R$ 91,95
12-2019;463;R$ 40,68
12-2019;467;R$ 56,42
12-2019;468;R$ 81,04
12-2019;469;R$ 188,14
12-2019;474;R$ 18,53
12-2019;476;R$ 121,90
12-2019;477;R$ 32,20
12-2019;481;R$ 29,89
12-2019;483;R$ 28,37
12-2019;487;R$ 30,19
12-2019;492;R$ 1.153,05
12-2019;513;R$ 4.453,26
12-2019;514;R$ 187,69
12-2019;527;R$ 1.710,92
12-2019;548;R$ 1.032,95
12-2019;559;R$ 281,12
12-2019;581;R$ 4.679,30
12-2019;645;R$ 318,60
12-2019;660;R$ 418,38
12-2019;661;R$ 855,18
12-2019;662;R$ 14.464,83
12-2019;665;R$ 329,40
12-2019;668;R$ 2.380,22
12-2019;691;R$ 1.985,01
12-2019;692;R$ 359,40
12-2019;693;R$ 459,52
12-2019;694;R$ 192,54
12-2019;695;R$ 48,85
12-2019;696;R$ 49,90
12-2019;702;R$ 506,28
12-2019;703;R$ 91,32
12-2019;741;R$ 568,54
12-2019;771;R$ 589,28
12-2019;775;R$ 40,26
12-2019;811;R$ 211,72
12-2019;824;R$ 82,67
12-2019;825;R$ 442,33
12-2019;829;R$ 159,44
12-2019;830;R$ 86,62
12-2019;835;R$ 2.672,92
12-2019;838;R$ 2.507,67
12-2019;839;R$ 6.889,13
12-2019;845;R$ 18.839,36
12-2019;876;R$ 1.315,38
12-2019;878;R$ 360,88
12-2019;886;R$ 347,25
12-2019;895;R$ 803,28
12-2019;896;R$ 1.254,68
12-2019;935;R$ 963,16
12-2019;965;R$ 373,11
12-2019;1019;R$ 228,16
12-2019;1046;R$ 231,60
12-2019;1048;R$ 1.161,65
12-2019;1057;R$ 38,63
12-2019;1073;R$ 199,08
12-2019;1074;R$ 34,53
12-2019;1082;R$ 47,85
12-2019;1085;R$ 110,80
12-2019;1086;R$ 230,26
12-2019;1131;R$ 314,43
12-2019;1132;R$ 304,65
12-2019;1133;R$ 676,72
12-2019;1135;R$ 2.735,99
12-2019;1150;R$ 387,21
12-2019;1151;R$ 493,10
12-2019;1152;R$ 157,27
12-2019;1154;R$ 3.696,92
12-2019;1166;R$ 516,47
12-2019;1172;R$ 60,20
12-2019;1179;R$ 22,05
12-2019;1204;R$ 464,17
12-2019;1206;R$ 1.288,20
12-2019;1211;R$ 33,40
12-2019;1212;R$ 302,40
12-2019;1216;R$ 1.290,52
12-2019;1231;R$ 510,65
12-2019;1232;R$ 820,29
12-2019;1234;R$ 15,25
12-2019;1244;R$ 46,08
12-2019;1258;R$ 85,16
12-2019;1259;R$ 111,76
12-2019;1260;R$ 19,29
12-2019;1303;R$ 180,87
12-2019;1339;R$ 247,34
12-2019;1372;R$ 47,15
12-2019;1374;R$ 54,29
12-2019;1376;R$ 33,70
12-2019;1377;R$ 11,00
12-2019;1389;R$ 274,86
12-2019;1417;R$ 172,95
12-2019;1420;R$ 1.233,98
12-2019;1421;R$ 6.078,94
12-2019;1456;R$ 134,83
12-2019;1470;R$ 2.478,59
12-2019;1484;R$ 385,75
12-2019;1497;R$ 741,48
12-2019;1518;R$ 483,33
12-2019;1521;R$ 690,19
12-2019;1527;R$ 1.771,22
12-2019;1530;R$ 788,25
12-2019;1556;R$ 70,91
12-2019;1557;R$ 1.233,59
12-2019;1560;R$ 773,73
12-2019;1561;R$ 346,95
12-2019;1596;R$ 97,50
12-2019;1597;R$ 19,24
12-2019;1603;R$ 2.058,90
12-2019;1606;R$ 462,04
12-2019;1607;R$ 239,69
12-2019;1608;R$ 484,08
12-2019;1651;R$ 21,16
12-2019;1652;R$ 259,84
12-2019;1653;R$ 1.625,53
12-2019;1658;R$ 682,90
12-2019;1659;R$ 465,85
12-2019;1667;R$ 64,66
12-2019;1706;R$ 230,04
12-2019;1710;R$ 329,54
12-2019;1723;R$ 201,17
12-2019;1737;R$ 46,16
12-2019;1759;R$ 536,10
12-2019;1760;R$ 456,89
12-2019;1763;R$ 294,42
12-2019;1766;R$ 1.251,12
12-2019;1767;R$ 1.971,11
12-2019;1769;R$ 3.806,89
12-2019;1783;R$ 2.148,26
12-2019;1792;R$ 227,51
12-2019;1795;R$ 122,89
12-2019;1796;R$ 29,19
12-2019;1815;R$ 210,11
12-2019;1829;R$ 1.250,80
12-2019;1830;R$ 890,16
12-2019;1831;R$ 931,65
12-2019;1839;R$ 2.599,72
12-2019;1840;R$ 385,91
12-2019;1841;R$ 1.259,58
12-2019;1842;R$ 613,73
12-2019;1845;R$ 119,19
12-2019;1847;R$ 68,60
12-2019;1848;R$ 66,85
12-2019;1849;R$ 16,91
12-2019;1854;R$ 127,05
12-2019;1862;R$ 1.560,16
12-2019;1863;R$ 125,39
12-2019;1925;R$ 517,34
12-2019;1939;R$ 788,39
12-2019;1942;R$ 305,96
12-2019;1943;R$ 935,86
12-2019;1948;R$ 6.114,22
12-2019;1950;R$ 44,84
12-2019;1951;R$ 505,45
12-2019;1963;R$ 894,12
12-2019;1965;R$ 765,64
12-2019;1966;R$ 2.310,30
12-2019;1967;R$ 445,55
12-2019;1968;R$ 17.651,78
12-2019;1972;R$ 1.135,47
12-2019;1978;R$ 16,09
12-2019;1979;R$ 105,40
12-2019;1983;R$ 227,73
12-2019;1987;R$ 85,00
12-2019;1988;R$ 97,57
12-2019;1989;R$ 51,15
12-2019;1993;R$ 244,49
12-2019;2003;R$ 164,61
12-2019;2004;R$ 45,65
12-2019;2022;R$ 17,17
12-2019;2023;R$ 326,12
12-2019;2024;R$ 2.809,89
12-2019;2025;R$ 893,82
12-2019;2052;R$ 676,12
12-2019;2053;R$ 91,82
12-2019;2054;R$ 357,51
12-2019;2055;R$ 63,24
12-2019;2056;R$ 262,28
12-2019;2057;R$ 21,19
12-2019;2058;R$ 111,46
12-2019;2060;R$ 172,94
12-2019;2061;R$ 112,99
12-2019;2062;R$ 46,65
12-2019;2063;R$ 168,81
12-2019;2064;R$ 147,77
12-2019;2065;R$ 31,10
12-2019;2066;R$ 89,18
12-2019;2067;R$ 32,38
12-2019;2068;R$ 144,86
12-2019;2069;R$ 115,85
12-2019;2070;R$ 118,72
12-2019;2072;R$ 177,10
12-2019;2073;R$ 28,91
12-2019;2080;R$ 138,27
12-2019;2098;R$ 7.085,73
12-2019;2103;R$ 2.941,01
12-2019;2104;R$ 412,99
12-2019;2105;R$ 2.250,73
12-2019;2106;R$ 1.146,11
12-2019;2107;R$ 412,03
12-2019;2109;R$ 181,67
12-2019;2120;R$ 122,14
12-2019;2151;R$ 2.362,90
12-2019;2158;R$ 47,14
12-2019;2161;R$ 181,82
12-2019;2166;R$ 1.860,97
12-2019;2173;R$ 20,38
12-2019;2174;R$ 281,93
12-2019;2181;R$ 86,62
12-2019;2188;R$ 16,19
12-2019;2191;R$ 99,78
12-2019;2193;R$ 56,65
12-2019;2197;R$ 91,07
12-2019;2204;R$ 11,66
12-2019;2211;R$ 408,58
12-2019;2212;R$ 59,71
12-2019;2218;R$ 367,21
12-2019;2221;R$ 45,37
12-2019;2222;R$ 106,67
12-2019;2223;R$ 157,28
12-2019;2224;R$ 66,83
12-2019;2225;R$ 155,42
12-2019;2227;R$ 11,13
12-2019;2232;R$ 1.095,05
12-2019;2233;R$ 13.361,52
12-2019;2234;R$ 405,46
12-2019;2238;R$ 49,79
12-2019;2239;R$ 364,19
12-2019;2248;R$ 62,47
12-2019;2255;R$ 385,77
12-2019;2256;R$ 92,92
12-2019;2257;R$ 103,61
12-2019;2258;R$ 113,72
12-2019;2262;R$ 163,95
12-2019;2268;R$ 3.376,38
12-2019;2269;R$ 269,51
12-2019;2270;R$ 159,29
12-2019;2271;R$ 3.190,60
12-2019;2272;R$ 2.383,81
12-2019;2273;R$ 3.515,30
12-2019;2274;R$ 1.198,22
12-2019;2279;R$ 1.174,04
12-2019;2280;R$ 1.819,55
12-2019;2282;R$ 501,10
12-2019;2296;R$ 10,78
12-2019;2297;R$ 34,75
12-2019;2301;R$ 61,09
12-2019;2304;R$ 49,77
12-2019;2305;R$ 11,26
12-2019;2309;R$ 68,77
12-2019;2314;R$ 56,46
